#separator:tab
#html:true
#tags column:4
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">是 (shì) — verbe copule</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>是 = être. Négation : 不是. Question : 是…吗 ? ou A是不是B ?<br><br><b>Exemples :</b><br>• 我是法国人。<br><small>wǒ <span class=""t4"">shì</span> <span class=""t3"">Fǎ</span><span class=""t2"">guó</span><span class=""t2"">rén</span>。</small><br><i>Je suis français(e).</i><br><br>• 她不是老师，是医生。<br><small><span class=""t1"">tā</span> <span class=""t4"">bù</span> <span class=""t4"">shì</span> <span class=""t3"">lǎo</span><span class=""t1"">shī</span>…</small><br><i>Elle n'est pas professeure, elle est médecin.</i><br><br>• 你是学生吗？<br><small><span class=""t3"">nǐ</span> <span class=""t4"">shì</span> <span class=""t2"">xué</span><span class=""t0"">sheng</span> <span class=""t0"">ma</span>？</small><br><i>Es-tu étudiant(e) ?</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">固然…但/然而… — certes…mais…</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>固然 reconnaît un fait comme vrai mais en nuance l'importance. Registre soutenu/écrit.<br><br><b>Exemples :</b><br>• 成绩固然重要，但品德更重要。<br><small><span class=""t2"">chéng</span><span class=""t4"">jì</span> <span class=""t4"">gù</span><span class=""t2"">rán</span> <span class=""t4"">zhòng</span><span class=""t4"">yào</span>，<span class=""t4"">dàn</span>…</small><br><i>Les résultats sont certes importants, mais le caractère l'est encore plus.</i><br><br>• 金钱固然有用，却不是一切。<br><small><span class=""t1"">jīn</span><span class=""t2"">qián</span> <span class=""t4"">gù</span><span class=""t2"">rán</span> <span class=""t3"">yǒu</span><span class=""t4"">yòng</span>，<span class=""t4"">què</span>…</small><br><i>L'argent est certes utile, mais ce n'est pas tout.</i><br><br>• 这个方法固然有效，但有风险。<br><small>…<span class=""t4"">gù</span><span class=""t2"">rán</span> <span class=""t3"">yǒu</span><span class=""t4"">xiào</span>，<span class=""t4"">dàn</span> <span class=""t3"">yǒu</span> <span class=""t1"">fēng</span><span class=""t3"">xiǎn</span>。</small><br><i>Cette méthode est certes efficace, mais comporte des risques.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">宁可/宁愿…也不… — préférer X plutôt que de Y</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>宁可/宁愿 + option choisie + 也不 + option rejetée. Exprime un choix difficile ou un sacrifice.<br><br><b>Exemples :</b><br>• 她宁可饿着，也不吃那道菜。<br><small><span class=""t2"">tā</span> <span class=""t4"">nìng</span><span class=""t3"">kě</span> <span class=""t3"">è</span><span class=""t0"">zhe</span>，<span class=""t3"">yě</span> <span class=""t4"">bù</span>…</small><br><i>Elle préfère rester affamée plutôt que de manger ce plat.</i><br><br>• 宁愿吃苦，也不愿意说谎。<br><small><span class=""t4"">nìng</span><span class=""t4"">yuàn</span> <span class=""t1"">chī</span><span class=""t3"">kǔ</span>，<span class=""t3"">yě</span> <span class=""t4"">bù</span><span class=""t4"">yuàn</span><span class=""t4"">yì</span>…</small><br><i>Mieux vaut souffrir que de mentir.</i><br><br>• 他宁可一个人，也不将就。<br><small><span class=""t1"">tā</span> <span class=""t4"">nìng</span><span class=""t3"">kě</span> <span class=""t4"">yī</span><span class=""t0"">ge</span><span class=""t2"">rén</span>，<span class=""t3"">yě</span>…</small><br><i>Il préfère rester seul plutôt que de se contenter de quelqu'un qui ne lui convient pas.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">不是…就是… — soit…soit… / ou bien…ou bien…</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Présente deux alternatives exhaustives. Peut aussi signifier l'alternance habituelle.<br><br><b>Exemples :</b><br>• 他不是在学习，就是在打游戏。<br><small><span class=""t1"">tā</span> <span class=""t4"">bù</span><span class=""t4"">shì</span> <span class=""t4"">zài</span> <span class=""t2"">xué</span><span class=""t2"">xí</span>，<span class=""t4"">jiù</span><span class=""t4"">shì</span>…</small><br><i>Soit il étudie, soit il joue aux jeux vidéo.</i><br><br>• 不是你错了，就是我错了。<br><small><span class=""t4"">bù</span><span class=""t4"">shì</span> <span class=""t3"">nǐ</span> <span class=""t4"">cuò</span> <span class=""t0"">le</span>，<span class=""t4"">jiù</span><span class=""t4"">shì</span>…</small><br><i>Soit tu as tort, soit c'est moi qui ai tort.</i><br><br>• 结果不是成功就是失败。<br><small><span class=""t2"">jié</span><span class=""t3"">guǒ</span> <span class=""t4"">bù</span><span class=""t4"">shì</span> <span class=""t2"">chéng</span><span class=""t1"">gōng</span>…</small><br><i>Le résultat sera soit un succès, soit un échec.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">以…为… — prendre X comme Y / considérer X comme Y</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Structure formelle/littéraire. 以 + moyen/objet, 为 + but/qualification.<br><br><b>Exemples :</b><br>• 以诚信为本。<br><small><span class=""t3"">yǐ</span> <span class=""t2"">chéng</span><span class=""t4"">xìn</span> <span class=""t2"">wéi</span> <span class=""t3"">běn</span>。</small><br><i>Prendre l'intégrité comme fondement.</i><br><br>• 以结果为导向。<br><small><span class=""t3"">yǐ</span> <span class=""t2"">jié</span><span class=""t3"">guǒ</span> <span class=""t2"">wéi</span> <span class=""t3"">dǎo</span><span class=""t4"">xiàng</span>。</small><br><i>Être orienté résultats.</i><br><br>• 以客户需求为中心。<br><small><span class=""t3"">yǐ</span> <span class=""t4"">kè</span><span class=""t4"">hù</span> <span class=""t1"">xū</span><span class=""t2"">qiú</span> <span class=""t2"">wéi</span> <span class=""t1"">zhōng</span><span class=""t1"">xīn</span>。</small><br><i>Placer les besoins du client au centre.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">何况 — à plus forte raison / sans parler de</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Renforce un argument par escalade. Si A est vrai, alors B (plus extrême) est encore plus vrai.<br><br><b>Exemples :</b><br>• 这么简单的事我都不会，何况他呢。<br><small><span class=""t4"">zhè</span><span class=""t0"">me</span> <span class=""t3"">jiǎn</span><span class=""t1"">dān</span> <span class=""t0"">de</span>…</small><br><i>Si moi je ne sais pas faire une chose aussi simple, sans parler de lui.</i><br><br>• 大人都累了，何况孩子。<br><small><span class=""t4"">dà</span><span class=""t2"">rén</span> <span class=""t1"">dōu</span> <span class=""t2"">lèi</span> <span class=""t0"">le</span>，<span class=""t2"">hé</span><span class=""t4"">kuàng</span> <span class=""t2"">hái</span><span class=""t0"">zi</span>。</small><br><i>Si même les adultes sont fatigués, sans parler des enfants.</i><br><br>• 晴天还迷路，何况在雾里。<br><small><span class=""t2"">qíng</span><span class=""t1"">tiān</span> <span class=""t2"">hái</span> <span class=""t2"">mí</span><span class=""t4"">lù</span>，<span class=""t2"">hé</span><span class=""t4"">kuàng</span> <span class=""t4"">zài</span> <span class=""t4"">wù</span><span class=""t3"">lǐ</span>。</small><br><i>Si on se perd même par beau temps, sans parler dans le brouillard.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">非…不可 — il faut absolument / on doit forcément</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Double négation renforçant une nécessité absolue. 非 + V + 不可 = il est impensable de ne pas V.<br><br><b>Exemples :</b><br>• 这本书非读不可。<br><small><span class=""t4"">zhè</span> <span class=""t3"">běn</span> <span class=""t1"">shū</span> <span class=""t1"">fēi</span> <span class=""t2"">dú</span> <span class=""t4"">bù</span><span class=""t3"">kě</span>。</small><br><i>Il faut absolument lire ce livre.</i><br><br>• 这件事非你来不可。<br><small><span class=""t4"">zhè</span> <span class=""t4"">jiàn</span> <span class=""t4"">shì</span> <span class=""t1"">fēi</span> <span class=""t3"">nǐ</span> <span class=""t2"">lái</span> <span class=""t4"">bù</span><span class=""t3"">kě</span>。</small><br><i>C'est absolument toi qu'il faut pour cette affaire.</i><br><br>• 他非赢不可的心态让他很紧张。<br><small>…<span class=""t1"">fēi</span> <span class=""t2"">yíng</span> <span class=""t4"">bù</span><span class=""t3"">kě</span> <span class=""t0"">de</span>…</small><br><i>Sa mentalité de ""il faut absolument gagner"" le stresse.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">乃至 / 甚至 — et même / jusqu'à</span><br><br><small style=""color:#888"">HSK 5-6</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>甚至 = même / jusqu'à (courant). 乃至 = et même / voire (registre écrit soutenu). Mettent en relief l'exemple le plus extrême d'une liste.<br><br><b>Exemples :</b><br>• 他会说三门语言，甚至还会写毛笔字。<br><small>…<span class=""t4"">shèn</span><span class=""t4"">zhì</span> <span class=""t2"">hái</span> <span class=""t4"">huì</span> <span class=""t3"">xiě</span> <span class=""t2"">máo</span><span class=""t3"">bǐ</span><span class=""t4"">zì</span>。</small><br><i>Il parle trois langues, et sait même écrire la calligraphie.</i><br><br>• 影响了全国乃至世界的发展。<br><small>…<span class=""t3"">nǎi</span><span class=""t4"">zhì</span> <span class=""t4"">shì</span><span class=""t4"">jiè</span> <span class=""t0"">de</span> <span class=""t1"">fā</span><span class=""t3"">zhǎn</span>。</small><br><i>A influencé le développement du pays entier, voire du monde.</i><br><br>• 连专家甚至都搞不清楚。<br><small><span class=""t2"">lián</span> <span class=""t1"">zhuān</span><span class=""t1"">jiā</span> <span class=""t4"">shèn</span><span class=""t4"">zhì</span> <span class=""t1"">dōu</span>…</small><br><i>Même les experts n'y comprennent rien.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">反而 — au contraire / à l'inverse</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>反而</b> introduit un résultat contraire à ce qu'on attendrait. Souvent après 不但…, 没想到, 结果…<br><br><b>Exemples :</b><br>• 不但没减肥，反而胖了。<br><small>bùdàn méi jiǎnféi, fǎn'ér pàng le</small><br><i>Non seulement il n'a pas maigri, mais il a grossi.</i><br><br>• 他越解释，大家反而越不信。<br><small>tā yuè jiěshì, dàjiā fǎn'ér yuè bù xìn</small><br><i>Plus il s'explique, plus les gens ne le croient pas.</i><br><br>• 休息了一天，反而更累了。<br><small>xiūxi le yī tiān, fǎn'ér gèng lèi le</small><br><i>Après une journée de repos, il est encore plus fatigué.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">即便/即使 vs 就算/哪怕 — même si (concession)</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Tous signifient ""même si"" mais avec des nuances de registre :<br><b>即使/即便</b> = registre écrit. <b>就算</b> = oral courant. <b>哪怕</b> = emotional/dramatique.<br><br><b>Exemples :</b><br>• 即便失败，我也不后悔。<br><small>jíbiàn shībài, wǒ yě bù hòuhuǐ</small><br><i>Même en échouant, je ne regrette pas.</i><br><br>• 就算再难，你也得坚持。<br><small>jiù suàn zài nán, nǐ yě děi jiānchí</small><br><i>Aussi difficile que ce soit, tu dois tenir.</i><br><br>• 哪怕只剩一口气，也要说出真相。<br><small>nǎpà zhǐ shèng yī kǒu qì...</small><br><i>Même s'il ne me reste qu'un souffle, je dirai la vérité.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">对于 vs 关于 — concernant / à propos de</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>关于</b> = sur le sujet de (thème, titre). <b>对于</b> = par rapport à / envers (point de vue ou attitude). 关于 peut être supprimé, 对于 non.<br><br><b>Exemples :</b><br>• 关于这个问题，我有几点看法。<br><small>guānyú zhège wèntí, wǒ yǒu jǐ diǎn kànfǎ</small><br><i>Sur ce sujet, j'ai quelques opinions.</i><br><br>• 对于这个问题，他持保留态度。<br><small>duìyú zhège wèntí, tā chí bǎoliú tàidù</small><br><i>Par rapport à ce problème, il adopte une attitude réservée.</i><br><br>• 关于这件事，你怎么看？<br><small>guānyú zhè jiàn shì, nǐ zěnme kàn ?</small><br><i>Sur cette affaire, qu'en penses-tu ?</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">未免 vs 不免 — inévitablement / quelque peu</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>未免</b> = quelque peu (critique atténuée : c'est un peu excessif). <b>不免</b> = inévitablement (résultat difficile à éviter).<br><br><b>Exemples :</b><br>• 你这样做未免太草率了。<br><small>nǐ zhèyàng zuò wèimiǎn tài cǎoshuài le</small><br><i>Agir ainsi est quelque peu imprudent.</i><br><br>• 听到这个消息，大家不免有些担心。<br><small>tīngdào zhège xiāoxi, dàjiā bùmiǎn yǒuxiē dānxīn</small><br><i>En apprenant cette nouvelle, tout le monde ne pouvait s'empêcher de s'inquiéter.</i><br><br>• 这个价格未免太贵了吧。<br><small>zhège jiàgé wèimiǎn tài guì le ba</small><br><i>Ce prix est quand même un peu trop cher.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">是否 — si / est-ce que (soutenu)</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>是否</b> = si / est-ce que. Forme écrite/soutenue de 是不是 ou 有没有. Souvent dans des textes officiels ou des questions indirectes.<br><br><b>Exemples :</b><br>• 请确认是否收到邮件。<br><small>qǐng quèrèn shìfǒu shōudào yóujiàn</small><br><i>Veuillez confirmer si vous avez bien reçu l'email.</i><br><br>• 我不知道他是否愿意参加。<br><small>wǒ bù zhīdào tā shìfǒu yuànyì cānjiā</small><br><i>Je ne sais pas s'il voudra participer.</i><br><br>• 是否有任何问题，请随时告知。<br><small>shìfǒu yǒu rènhé wèntí, qǐng suíshí gàozhī</small><br><i>Si vous avez la moindre question, n'hésitez pas à nous en informer.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">倒是 — certes / justement (avec nuance)</span><br><br><small style=""color:#888"">HSK 5-6</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>倒是</b> sert à concéder partiellement tout en introduisant une réserve ou une ironie. Peut marquer la surprise, la concession ou la contradiction avec les attentes.<br><br><b>Exemples :</b><br>• 这件衣服倒是不贵，就是颜色不好看。<br><small>zhè jiàn yīfu dào shì bù guì, jiù shì yánsè bù hǎokàn</small><br><i>Ce vêtement n'est certes pas cher, mais la couleur n'est pas belle.</i><br><br>• 他工作倒是认真，就是态度有些傲慢。<br><small>tā gōngzuò dào shì rènzhēn...</small><br><i>Son travail est certes sérieux, mais son attitude est un peu arrogante.</i><br><br>• 你倒是提醒我了！<br><small>nǐ dào shì tíxǐng wǒ le !</small><br><i>Tiens, tu me rappelles quelque chose !</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">之所以 / 所以 / 因为 — explicatifs comparés</span><br><br><small style=""color:#888"">HSK 5-6</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>因为…所以</b> = parce que…donc (cause → conséquence, oral/écrit). <b>之所以…是因为</b> = si…c'est parce que (résultat → cause expliquée, écrit soutenu).<br><br><b>Exemples :</b><br>• 因为下雨，所以我没出门。<br><small>yīnwèi xià yǔ, suǒyǐ wǒ méi chūmén</small><br><i>Parce qu'il pleuvait, je ne suis pas sorti.</i><br><br>• 他之所以成功，是因为坚持不懈。<br><small>tā zhīsuǒyǐ chénggōng, shì yīnwèi jiānchí bùxiè</small><br><i>Si il réussit, c'est parce qu'il persévère sans relâche.</i><br><br>• 之所以这么说，是因为有事实依据。<br><small>zhī suǒ yǐ zhème shuō...</small><br><i>Si je dis cela, c'est parce qu'il y a des faits à l'appui.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">凡是 / 只要 — tout ce qui / dès que (généralisation)</span><br><br><small style=""color:#888"">HSK 5-6</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>凡是</b> = tout ce qui / quiconque (généralisation universelle, souvent avec 都). <b>只要</b> = du moment que (condition suffisante).<br><br><b>Exemples :</b><br>• 凡是参加的人，都能领到纪念品。<br><small>fánshì cānjiā de rén, dōu néng lǐng dào jìniànpǐn</small><br><i>Tous ceux qui participent peuvent recevoir un souvenir.</i><br><br>• 凡是读过这本书的人，都深受感动。<br><small>fánshì dú guò zhè běn shū de rén...</small><br><i>Tous ceux qui ont lu ce livre en ont été profondément touchés.</i><br><br>• 只要有网，凡是能在线的都可以参加。<br><small>...</small><br><i>Du moment qu'il y a internet, quiconque peut être en ligne peut participer.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">所 + V — ce qui est V (nominalisation formelle)</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>所</b> + verbe transitif = forme nominale soutenue (ce qui est V). 所知 = ce qu'on sait. 所见 = ce qu'on voit. 所有 = tout ce qu'on possède.<br><br><b>Exemples :</b><br>• 如你所知，这件事已经解决了。<br><small>rú nǐ suǒ zhī...</small><br><i>Comme tu le sais, cette affaire est réglée.</i><br><br>• 他把所有的积蓄都投了进去。<br><small>tā bǎ suǒyǒu de jīxù dōu tóu le jìnqù</small><br><i>Il a investi toutes ses économies.</i><br><br>• 所见即所得。<br><small>suǒ jiàn jí suǒ dé</small><br><i>Ce qu'on voit est ce qu'on obtient (WYSIWYG).</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">与其说…不如说… — plutôt que de dire A, mieux vaut dire B</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Rectification d'une caractérisation : A est partiellement vrai mais B est plus juste.<br><br><b>Exemples :</b><br>• 与其说他懒，不如说他没有找到动力。<br><small>yǔqí shuō tā lǎn, bùrú shuō tā méiyǒu zhǎodào dònglì</small><br><i>Plutôt que de dire qu'il est paresseux, il vaut mieux dire qu'il n'a pas trouvé sa motivation.</i><br><br>• 这与其说是问题，不如说是机会。<br><small>zhè yǔqí shuō shì wèntí, bùrú shuō shì jīhuì</small><br><i>Plutôt que d'appeler ça un problème, mieux vaut y voir une opportunité.</i><br><br>• 与其说她成功，不如说她幸运。<br><small>yǔqí shuō tā chénggōng...</small><br><i>Plutôt que de dire qu'elle a réussi, il vaut mieux dire qu'elle a eu de la chance.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">莫不如 / 倒不如 — autant / il vaudrait mieux</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>倒不如</b> / <b>莫不如</b> = il vaudrait mieux / autant (suggestion alternative plus judicieuse). Registre oral/neutre.<br><br><b>Exemples :</b><br>• 与其在这里等，倒不如先去吃饭。<br><small>yǔqí zài zhèlǐ děng, dào bùrú xiān qù chī fàn</small><br><i>Plutôt que d'attendre ici, autant aller manger d'abord.</i><br><br>• 这样做太麻烦了，莫不如换个方法。<br><small>zhèyàng zuò tài máfan le, mò bùrú huàn gè fāngfǎ</small><br><i>C'est trop compliqué comme ça, autant changer de méthode.</i><br><br>• 与其犯愁，倒不如想想解决办法。<br><small>yǔqí fánchou, dào bùrú xiǎng xiǎng jiějué bànfǎ</small><br><i>Plutôt que de se morfondre, autant réfléchir à des solutions.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">宁肯…也要 — plutôt…même si (volonté forte)</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>宁肯</b> + sacrifice + <b>也要</b> + but. Exprime la détermination à atteindre un but malgré le prix à payer. Plus résolu que 宁可…也不 (refus).<br><br><b>Exemples :</b><br>• 宁肯不睡觉，也要把这道题做出来。<br><small>nìngkěn bù shuìjiào, yě yào bǎ zhè dào tí zuò chū lái</small><br><i>Plutôt ne pas dormir que de ne pas résoudre ce problème.</i><br><br>• 她宁肯少挣钱，也要做自己喜欢的工作。<br><small>tā nìngkěn shǎo zhèng qián, yě yào zuò zìjǐ xǐhuān de gōngzuò</small><br><i>Elle préfère gagner moins pour faire un travail qu'elle aime.</i><br><br>• 宁肯被人误解，也要说出真相。<br><small>nìngkěn bèi rén wùjiě, yě yào shuō chū zhēnxiàng</small><br><i>Plutôt être mal compris que de ne pas dire la vérité.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">不禁 — ne pas pouvoir s'empêcher de</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>不禁</b> + V = ne pas pouvoir s'empêcher de faire V (réaction spontanée). Registre soigné.<br><br><b>Exemples :</b><br>• 听到这个消息，她不禁流下了眼泪。<br><small>tīngdào zhège xiāoxi, tā bùjīn liú xià le yǎnlèi</small><br><i>En entendant cette nouvelle, elle ne put s'empêcher de verser des larmes.</i><br><br>• 这个故事太有趣了，让人不禁会心一笑。<br><small>zhège gùshi tài yǒuqù le, ràng rén bùjīn huìxīn yī xiào</small><br><i>Cette histoire est si amusante qu'elle vous arrache un sourire complice.</i><br><br>• 看着眼前的美景，他不禁感叹大自然的神奇。<br><small>kànzhe yǎnqián de měijǐng, tā bùjīn gǎntàn...</small><br><i>Devant ce magnifique paysage, il ne put s'empêcher d'admirer la magie de la nature.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">何尝 — ne pas du tout (rhétorique négatif)</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>何尝</b> + 不/没 = est-ce qu'on n'a pas / n'a-t-on jamais. Question rhétorique affirmant le contraire.<br><br><b>Exemples :</b><br>• 他何尝不想回家？只是没有机会。<br><small>tā hécháng bù xiǎng huíjiā ? zhǐshì méiyǒu jīhuì</small><br><i>Croit-on vraiment qu'il ne veuille pas rentrer ? Il n'en a simplement pas eu l'occasion.</i><br><br>• 我何尝不理解你的苦衷。<br><small>wǒ hécháng bù lǐjiě nǐ de kǔzhōng</small><br><i>Je comprends parfaitement tes difficultés.</i><br><br>• 谁何尝没有过这样的时刻呢？<br><small>shuí hécháng méiyǒu guò zhèyàng de shíkè ne ?</small><br><i>Qui parmi nous n'a pas vécu de tels moments ?</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">诚然 — certes / il est vrai que (formel)</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>诚然</b> = certes / il est vrai que (concession solennelle). Registre écrit soutenu. Suivi souvent d'une nuance introduite par 但是/然而.<br><br><b>Exemples :</b><br>• 诚然，这个方法有一定的局限性，但总体上利大于弊。<br><small>chéngrán, zhège fāngfǎ yǒu yīdìng de júxiànxìng...</small><br><i>Certes, cette méthode a certaines limites, mais dans l'ensemble les avantages l'emportent.</i><br><br>• 诚然，失败是痛苦的，但它也是成长的必经之路。<br><small>...</small><br><i>Il est vrai que l'échec est douloureux, mais c'est aussi un passage obligé de la croissance.</i><br><br>• 诚然如此，但问题并不是那么简单。<br><small>chéngrán rúcǐ, dàn wèntí bìng bù shì nàme jiǎndān</small><br><i>Certes, mais le problème n'est pas aussi simple que ça.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">何止 — bien plus que / pas seulement</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>何止</b> + X = bien plus que X (renforcement). Souvent suivi d'un chiffre ou d'une évaluation.<br><br><b>Exemples :</b><br>• 这部电影何止好看，简直是杰作！<br><small>zhè bù diànyǐng hé zhǐ hǎokàn, jiǎnzhí shì jiézuò !</small><br><i>Ce film va bien au-delà d'être bon — c'est carrément un chef-d'œuvre !</i><br><br>• 他欠的债何止十万。<br><small>tā qiàn de zhài hé zhǐ shíwàn</small><br><i>Sa dette dépasse de loin cent mille yuans.</i><br><br>• 受益的何止是她一个人。<br><small>shòuyì de hé zhǐ shì tā yīgèrén</small><br><i>Ce n'est pas seulement elle qui en a bénéficié.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">并非 — n'est absolument pas (formel)</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>并非</b> = absolument pas / loin d'être. Négation forte, registre écrit. Plus emphatique que 不是.<br><br><b>Exemples :</b><br>• 他并非不努力，只是方向错了。<br><small>tā bìngfēi bù nǔlì, zhǐshì fāngxiàng cuò le</small><br><i>Il est loin d'être paresseux — c'est juste que sa direction est mauvaise.</i><br><br>• 问题的解决并非一朝一夕之事。<br><small>wèntí de jiějué bìngfēi yī zhāo yīxī zhī shì</small><br><i>La résolution du problème n'est absolument pas une affaire d'un jour.</i><br><br>• 成功并非终点，失败也并非末日。<br><small>chénggōng bìngfēi zhōngdiǎn...</small><br><i>Le succès n'est absolument pas une fin, l'échec n'est pas non plus une catastrophe.</i><br><br></div>"		grammaire deck_v2
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">堪称 — mériter d'être appelé / digne d'être dit</span><br><br><small style=""color:#888"">HSK 5</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br><b>堪称</b> + titre/qualification = mériter d'être qualifié de, être digne d'être dit. Registre soutenu/journalistique.<br><br><b>Exemples :</b><br>• 这部作品堪称当代文学的里程碑。<br><small>zhè bù zuòpǐn kānchēng dāngdài wénxué de lǐchéngbēi</small><br><i>Cette œuvre mérite d'être qualifiée de jalon de la littérature contemporaine.</i><br><br>• 他的操作堪称教科书级别。<br><small>tā de cāozuò kānchēng jiàokēshū jíbié</small><br><i>Son exécution mérite d'être qualifiée de niveau manuel scolaire.</i><br><br>• 这场演出堪称完美。<br><small>zhè chǎng yǎnchū kānchēng wánměi</small><br><i>Cette performance mérite d'être qualifiée de parfaite.</i><br><br></div>"		grammaire deck_v2
