#separator:tab
#html:true
#tags column:4
#deck column:5
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">是 (shì) — verbe copule</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>是 = être. Négation : 不是. Question : 是…吗 ? ou A是不是B ?<br><br><b>Exemples :</b><br>• 我是法国人。<br><small><span class=""t3"">wǒ</span> <span class=""t4"">shì</span> <span class=""t3"">fǎ</span><span class=""t2"">guó</span><span class=""t2"">rén</span>。</small><br><i>Je suis français(e).</i><br><br>• 她不是老师，是医生。<br><small><span class=""t1"">tā</span> <span class=""t2"">bú</span><span class=""t4"">shì</span> <span class=""t3"">lǎo</span><span class=""t1"">shī</span>， <span class=""t4"">shì</span> <span class=""t1"">yī</span><span class=""t1"">shēng</span>。</small><br><i>Elle n'est pas professeure, elle est médecin.</i><br><br>• 你是学生吗？<br><small><span class=""t3"">nǐ</span> <span class=""t4"">shì</span> <span class=""t2"">xué</span><span class=""t0"">sheng</span> <span class=""t0"">ma</span>？</small><br><i>Es-tu étudiant(e) ?</i><br><br></div>"		HSK::1 grammaire deck_v2	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">会 / 能 / 可以 — savoir, pouvoir</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>会 : savoir faire (compétence apprise). 能 : pouvoir (capacité, conditions réunies). 可以 : avoir la permission, être possible.<br><br><b>Exemples :</b><br>• 我会说一点儿汉语。<br><small><span class=""t3"">wǒ</span><span class=""t4"">huì</span> <span class=""t1"">shuō</span> <span class=""t4"">yì</span><span class=""t3"">diǎn</span><span class=""t0"">r</span> <span class=""t4"">hàn</span><span class=""t3"">yǔ</span>。</small><br><i>Je sais parler un peu chinois.</i><br><br>• 我今天很忙，不能去。<br><small><span class=""t3"">wǒ</span> <span class=""t1"">jīn</span><span class=""t1"">tiān</span> <span class=""t3"">hěn</span> <span class=""t2"">máng</span>， <span class=""t4"">bù</span><span class=""t2"">néng</span> <span class=""t4"">qù</span>。</small><br><i>Je suis très occupé aujourd'hui, je ne peux pas y aller.</i><br><br>• 我可以进来吗？<br><small><span class=""t3"">wǒ</span> <span class=""t3"">kě</span><span class=""t3"">yǐ</span> <span class=""t4"">jìn</span><span class=""t2"">lái</span> <span class=""t0"">ma</span>？</small><br><i>Est-ce que je peux entrer ?</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">和 / 跟 — et, avec</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>和 relie deux <b>noms</b> (jamais deux phrases). 跟 + personne + 一起 + V : faire quelque chose avec quelqu'un ; ce groupe se place avant le verbe.<br><br><b>Exemples :</b><br>• 我和他都是学生。<br><small><span class=""t3"">wǒ</span> <span class=""t2"">hé</span> <span class=""t1"">tā</span> <span class=""t1"">dōu</span> <span class=""t4"">shì</span> <span class=""t2"">xué</span><span class=""t0"">sheng</span>。</small><br><i>Lui et moi sommes tous les deux étudiants.</i><br><br>• 我跟朋友一起去看电影。<br><small><span class=""t3"">wǒ</span> <span class=""t1"">gēn</span> <span class=""t2"">péng</span><span class=""t0"">you</span> <span class=""t4"">yì</span><span class=""t3"">qǐ</span> <span class=""t4"">qù</span> <span class=""t4"">kàn</span> <span class=""t4"">diàn</span><span class=""t3"">yǐng</span>。</small><br><i>Je vais voir un film avec un ami.</i><br><br>• 你跟谁一起去的？<br><small><span class=""t3"">nǐ</span> <span class=""t1"">gēn</span> <span class=""t2"">shuí</span> <span class=""t4"">yì</span><span class=""t3"">qǐ</span> <span class=""t4"">qù</span> <span class=""t0"">de</span>？</small><br><i>Avec qui y es-tu allé ?</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026 cours_L2	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">太…了 — trop, tellement</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>太 + adjectif + 了 : excès (trop) ou exclamation (tellement). Négation atténuée : 不太 + adjectif = pas très.<br><br><b>Exemples :</b><br>• 太贵了！<br><small><span class=""t4"">tài</span><span class=""t4"">guì</span> <span class=""t0"">le</span>！</small><br><i>C'est trop cher !</i><br><br>• 这个菜太好吃了。<br><small><span class=""t4"">zhè</span><span class=""t4"">gè</span> <span class=""t4"">cài</span> <span class=""t4"">tài</span> <span class=""t3"">hǎo</span><span class=""t1"">chī</span> <span class=""t0"">le</span>。</small><br><i>Ce plat est vraiment délicieux.</i><br><br>• 我不太喜欢喝咖啡。<br><small><span class=""t3"">wǒ</span> <span class=""t2"">bú</span> <span class=""t4"">tài</span> <span class=""t3"">xǐ</span><span class=""t0"">huan</span> <span class=""t1"">hē</span><span class=""t1"">kā</span><span class=""t1"">fēi</span>。</small><br><i>Je n'aime pas trop le café.</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">V 不 V — question par alternative</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Verbe (ou adjectif) affirmatif + négatif = question oui / non, sans 吗. Avec 有 : 有没有. Dans cette structure 不 se prononce au ton neutre.<br><br><b>Exemples :</b><br>• 你去不去？<br><small><span class=""t3"">nǐ</span> <span class=""t4"">qù</span><span class=""t2"">bú</span><span class=""t4"">qù</span>？</small><br><i>Tu y vas ou pas ?</i><br><br>• 他是不是老师？<br><small><span class=""t1"">tā</span> <span class=""t4"">shì</span><span class=""t2"">bú</span><span class=""t4"">shì</span> <span class=""t3"">lǎo</span><span class=""t1"">shī</span>？</small><br><i>Est-il professeur ?</i><br><br>• 你有没有时间？<br><small><span class=""t3"">nǐ</span> <span class=""t3"">yǒu</span><span class=""t2"">méi</span><span class=""t3"">yǒu</span> <span class=""t2"">shí</span><span class=""t1"">jiān</span>？</small><br><i>As-tu du temps ?</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">小— / 第— — préfixes (appellation familière, nombres ordinaux)</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>第 + nombre forme un nombre ordinal : 第一 « premier », 第二 « deuxième ». Devant un nom, on garde le classificateur : 第一个人, 第三本书. Attention : 一月 veut dire « janvier », alors que 第一个月 veut dire « le premier mois ». 小 devant un nom de famille d'une syllabe forme une appellation familière pour une personne plus jeune ou un proche (小王, 小李) ; pour une personne plus âgée, on emploie 老 (老王).<br><br><b>Exemples :</b><br>• 我是第一次来北京。<br><small><span class=""t3"">wǒ</span> <span class=""t4"">shì</span> <span class=""t4"">dì</span><span class=""t1"">yī</span><span class=""t4"">cì</span> <span class=""t2"">lái</span> <span class=""t3"">běi</span><span class=""t1"">jīng</span>。</small><br><i>C'est la première fois que je viens à Pékin.</i><br><br>• 这是我第二次看这本书。<br><small><span class=""t4"">zhè</span> <span class=""t4"">shì</span> <span class=""t3"">wǒ</span> <span class=""t4"">dì</span><span class=""t4"">èr</span><span class=""t4"">cì</span> <span class=""t4"">kàn</span> <span class=""t4"">zhè</span> <span class=""t3"">běn</span><span class=""t1"">shū</span>。</small><br><i>C'est la deuxième fois que je lis ce livre.</i><br><br>• 小王，你来一下！<br><small><span class=""t3"">xiǎo</span><span class=""t2"">wáng</span>， <span class=""t3"">nǐ</span> <span class=""t2"">lái</span> <span class=""t2"">yí</span><span class=""t4"">xià</span>！</small><br><i>Xiao Wang, viens un instant !</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">—们 / —边 — suffixes du pluriel et de la localisation</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>们 se met après un pronom (我们, 你们, 他们) ou un nom de personne (同学们, 朋友们) pour marquer le pluriel ; il ne s'ajoute pas aux noms de choses (*书们). Il est impossible après un nombre : on dit 三个学生, jamais *三个学生们. 边 s'ajoute aux mots de localisation pour en faire des noms de lieu : 上边, 下边, 里边, 外边, 前边, 后边. Ces mots s'emploient seuls (外边很冷) ou après un nom (学校后边).<br><br><b>Exemples :</b><br>• 同学们，你们好！<br><small><span class=""t2"">tóng</span><span class=""t2"">xué</span> <span class=""t0"">men</span>， <span class=""t3"">nǐ</span><span class=""t0"">men</span><span class=""t3"">hǎo</span>！</small><br><i>Bonjour à tous, chers camarades !</i><br><br>• 学校后边有一个商店。<br><small><span class=""t2"">xué</span><span class=""t4"">xiào</span> <span class=""t4"">hòu</span><span class=""t1"">biān</span> <span class=""t3"">yǒu</span> <span class=""t2"">yí</span><span class=""t4"">gè</span> <span class=""t1"">shāng</span><span class=""t4"">diàn</span>。</small><br><i>Il y a un magasin derrière l'école.</i><br><br>• 他们在外边等你。<br><small><span class=""t1"">tā</span><span class=""t0"">men</span> <span class=""t4"">zài</span> <span class=""t4"">wài</span><span class=""t1"">biān</span> <span class=""t3"">děng</span> <span class=""t3"">nǐ</span>。</small><br><i>Ils t'attendent dehors.</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">上 / 下 / 里 / 外 / 前 / 后 — mots de localisation</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Les mots de localisation se placent APRÈS le nom, à l'inverse du français : 桌子上 « sur la table », 房间里 « dans la chambre », 学校前 « devant l'école ». Pour situer quelque chose, on dit 在 + nom + localisation : 书在桌子上. Employés seuls, ils prennent 边 ou 面 : 里边, 外面. Avec un nom de pays ou de ville, on n'ajoute pas 里 : 在中国, et non *在中国里. Ils servent aussi pour le temps : 上课前 « avant le cours », 三天后 « trois jours plus tard ».<br><br><b>Exemples :</b><br>• 你的手机在桌子上。<br><small><span class=""t3"">nǐ</span> <span class=""t0"">de</span> <span class=""t3"">shǒu</span><span class=""t1"">jī</span> <span class=""t4"">zài</span> <span class=""t1"">zhuō</span><span class=""t0"">zi</span> <span class=""t4"">shàng</span>。</small><br><i>Ton téléphone est sur la table.</i><br><br>• 我在房间里看书。<br><small><span class=""t3"">wǒ</span> <span class=""t4"">zài</span> <span class=""t2"">fáng</span><span class=""t1"">jiān</span> <span class=""t3"">lǐ</span> <span class=""t4"">kàn</span><span class=""t1"">shū</span>。</small><br><i>Je lis dans ma chambre.</i><br><br>• 下课后我们去吃饭。<br><small><span class=""t4"">xià</span><span class=""t4"">kè</span><span class=""t4"">hòu</span> <span class=""t3"">wǒ</span><span class=""t0"">men</span> <span class=""t4"">qù</span> <span class=""t1"">chī</span><span class=""t4"">fàn</span>。</small><br><i>Après le cours, nous allons manger.</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">睡觉 / 上课 / 说话… — verbes séparables (离合词)</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Les 离合词 sont des verbes formés d'un verbe et de son objet : 睡+觉 « dormir », 上+课 « avoir cours », 生+病 « tomber malade ». On peut les séparer pour glisser 了, 过, une durée ou un adjectif entre les deux : 睡了一个好觉, 上了两个小时的课, 生过病. Comme ils contiennent déjà un objet, ils n'en prennent pas un second derrière eux : on dit 跟朋友说话, et non *说话朋友.<br><br><b>Exemples :</b><br>• 昨天晚上我睡了一个好觉。<br><small><span class=""t2"">zuó</span><span class=""t1"">tiān</span><span class=""t3"">wǎn</span><span class=""t0"">shang</span> <span class=""t3"">wǒ</span> <span class=""t4"">shuì</span> <span class=""t0"">le</span> <span class=""t2"">yí</span><span class=""t4"">gè</span> <span class=""t3"">hǎo</span><span class=""t4"">jiào</span>。</small><br><i>J'ai bien dormi hier soir.</i><br><br>• 我今天上了四个小时的课。<br><small><span class=""t3"">wǒ</span> <span class=""t1"">jīn</span><span class=""t1"">tiān</span> <span class=""t4"">shàng</span> <span class=""t0"">le</span> <span class=""t4"">sì</span><span class=""t4"">gè</span> <span class=""t3"">xiǎo</span><span class=""t2"">shí</span> <span class=""t0"">de</span> <span class=""t4"">kè</span>。</small><br><i>Aujourd'hui, j'ai eu quatre heures de cours.</i><br><br>• 他正在跟朋友说话。<br><small><span class=""t1"">tā</span> <span class=""t4"">zhèng</span><span class=""t4"">zài</span> <span class=""t1"">gēn</span> <span class=""t2"">péng</span><span class=""t0"">you</span> <span class=""t1"">shuō</span><span class=""t4"">huà</span>。</small><br><i>Il est en train de parler avec un ami.</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">多 + adjectif / 哪 / 哪些 / 怎么样 — autres mots interrogatifs</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>多 + adjectif demande une mesure ou un degré : 多大 « quel âge, quelle taille », 多远 « à quelle distance », 多长时间 « combien de temps ». 哪 « quel » se construit avec un classificateur (哪个, 哪本书, 哪国人), tandis que 哪些 « lesquels » se met directement devant le nom (哪些书) ; 哪儿 et 哪里 signifient tous deux « où ». 怎么样 demande l'avis ou l'état (你身体怎么样？) et, placé après une proposition, sert à faire une suggestion : « …，怎么样？ » « et si… ? ». Ne pas le confondre avec 怎么 + verbe, qui demande « comment faire ».<br><br><b>Exemples :</b><br>• 你今年多大了？<br><small><span class=""t3"">nǐ</span> <span class=""t1"">jīn</span><span class=""t2"">nián</span> <span class=""t1"">duō</span><span class=""t4"">dà</span> <span class=""t0"">le</span>？</small><br><i>Quel âge as-tu cette année ?</i><br><br>• 你喜欢哪些中国菜？<br><small><span class=""t3"">nǐ</span> <span class=""t3"">xǐ</span><span class=""t0"">huan</span> <span class=""t3"">nǎ</span><span class=""t1"">xiē</span> <span class=""t1"">zhōng</span><span class=""t2"">guó</span> <span class=""t4"">cài</span>？</small><br><i>Quels plats chinois aimes-tu ?</i><br><br>• 明天我们去看电影，怎么样？<br><small><span class=""t2"">míng</span><span class=""t1"">tiān</span> <span class=""t3"">wǒ</span><span class=""t0"">men</span> <span class=""t4"">qù</span> <span class=""t4"">kàn</span> <span class=""t4"">diàn</span><span class=""t3"">yǐng</span>， <span class=""t3"">zěn</span><span class=""t0"">me</span><span class=""t4"">yàng</span>？</small><br><i>Et si on allait voir un film demain ?</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">我 / 你 / 您 / 他 / 她 / 它 / 大家 — pronoms personnels</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Les pronoms chinois ne changent pas de forme selon leur fonction : 我 veut dire « je », « me » ou « moi » selon sa place dans la phrase. On forme le pluriel avec 们 (我们, 你们, 他们) ; 他们 s'emploie aussi pour un groupe mixte. 您 est la forme polie de 你, pour une personne plus âgée ou un supérieur. 他 (il), 她 (elle) et 它 (animal, chose) se prononcent de la même façon et ne se distinguent qu'à l'écrit. 大家 « tout le monde » s'emploie souvent avec 都 : 大家都来了.<br><br><b>Exemples :</b><br>• 您好，您是新来的老师吗？<br><small><span class=""t2"">nín</span><span class=""t3"">hǎo</span>， <span class=""t2"">nín</span> <span class=""t4"">shì</span> <span class=""t1"">xīn</span><span class=""t2"">lái</span> <span class=""t0"">de</span> <span class=""t3"">lǎo</span><span class=""t1"">shī</span> <span class=""t0"">ma</span>？</small><br><i>Bonjour, êtes-vous le nouveau professeur ?</i><br><br>• 你们认识她吗？<br><small><span class=""t3"">nǐ</span><span class=""t0"">men</span> <span class=""t4"">rèn</span><span class=""t0"">shi</span> <span class=""t1"">tā</span> <span class=""t0"">ma</span>？</small><br><i>Vous la connaissez ?</i><br><br>• 这是我的小猫，大家都很喜欢它。<br><small><span class=""t4"">zhè</span> <span class=""t4"">shì</span> <span class=""t3"">wǒ</span> <span class=""t0"">de</span> <span class=""t3"">xiǎo</span><span class=""t1"">māo</span>， <span class=""t4"">dà</span><span class=""t1"">jiā</span> <span class=""t1"">dōu</span> <span class=""t3"">hěn</span> <span class=""t3"">xǐ</span><span class=""t0"">huan</span> <span class=""t1"">tā</span>。</small><br><i>Voici mon chaton, tout le monde l'aime beaucoup.</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">这儿 / 那儿 / 这些 / 那些 / 有的 — démonstratifs de lieu et de pluriel</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>这儿 et 这里 signifient « ici », 那儿 et 那里 « là, là-bas » ; les formes en 儿 sont plus orales. Après un nom de personne ou un pronom, ils transforment la personne en lieu : 来我这儿 « viens chez moi, près de moi ». 这些 et 那些 « ces, ces…-là » marquent le pluriel : 些 remplace le classificateur, on dit 这些书 et non *这些本书. 有的 et 有些 « certains » se placent devant le nom et s'emploient souvent en paire : 有的人…，有的人….<br><br><b>Exemples :</b><br>• 你明天来我这儿吧。<br><small><span class=""t3"">nǐ</span> <span class=""t2"">míng</span><span class=""t1"">tiān</span> <span class=""t2"">lái</span> <span class=""t3"">wǒ</span> <span class=""t4"">zhè</span><span class=""t0"">r</span> <span class=""t0"">ba</span>。</small><br><i>Viens chez moi demain.</i><br><br>• 这些书都是我的。<br><small><span class=""t4"">zhè</span><span class=""t1"">xiē</span> <span class=""t1"">shū</span> <span class=""t1"">dōu</span> <span class=""t4"">shì</span> <span class=""t3"">wǒ</span> <span class=""t0"">de</span>。</small><br><i>Ces livres sont tous à moi.</i><br><br>• 有的同学喜欢喝茶，有的喜欢喝咖啡。<br><small><span class=""t3"">yǒu</span> <span class=""t0"">de</span> <span class=""t2"">tóng</span><span class=""t2"">xué</span> <span class=""t3"">xǐ</span><span class=""t0"">huan</span> <span class=""t1"">hē</span><span class=""t2"">chá</span>， <span class=""t3"">yǒu</span> <span class=""t0"">de</span> <span class=""t3"">xǐ</span><span class=""t0"">huan</span> <span class=""t1"">hē</span><span class=""t1"">kā</span><span class=""t1"">fēi</span>。</small><br><i>Certains camarades aiment le thé, d'autres préfèrent le café.</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">一 / 二 / 两 / 零 / 十 / 百 / 千 / 半 — les nombres</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Les nombres se forment par multiplication et addition : 十二 (12), 二十 (20), 三百五十 (350), 两千 (2 000). 二 s'emploie pour compter et à l'intérieur des nombres (十二, 第二), mais devant un classificateur on dit 两 : 两个人, 两本书, jamais *二个人. 零 marque un zéro au milieu d'un nombre : 一百零五 (105). 半 « demi » se place devant le classificateur pour « une demi- » (半个小时) et après lui pour « et demi » (一个半小时, 两点半).<br><br><b>Exemples :</b><br>• 我有两个中国朋友。<br><small><span class=""t3"">wǒ</span> <span class=""t3"">yǒu</span> <span class=""t3"">liǎng</span><span class=""t4"">gè</span> <span class=""t1"">zhōng</span><span class=""t2"">guó</span> <span class=""t2"">péng</span><span class=""t0"">you</span>。</small><br><i>J'ai deux amis chinois.</i><br><br>• 这件衣服三百五十块。<br><small><span class=""t4"">zhè</span><span class=""t4"">jiàn</span> <span class=""t1"">yī</span><span class=""t0"">fu</span> <span class=""t1"">sān</span><span class=""t3"">bǎi</span><span class=""t3"">wǔ</span><span class=""t2"">shí</span> <span class=""t4"">kuài</span>。</small><br><i>Ce vêtement coûte trois cent cinquante yuans.</i><br><br>• 我等了你一个半小时。<br><small><span class=""t3"">wǒ</span> <span class=""t3"">děng</span> <span class=""t0"">le</span> <span class=""t3"">nǐ</span> <span class=""t2"">yí</span><span class=""t4"">gè</span><span class=""t4"">bàn</span> <span class=""t3"">xiǎo</span><span class=""t2"">shí</span>。</small><br><i>Je t'ai attendu une heure et demie.</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">本 / 个 / 家 / 口 / 块 / 件 / 只 / 元 — classificateurs spécifiques</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Chaque classificateur va avec un type de nom : 本 pour les livres et les cahiers, 个 pour les personnes et comme classificateur général, 家 pour les magasins, restaurants et entreprises, 件 pour les vêtements (du haut) et les affaires (一件事), 只 pour la plupart des animaux. 口 compte les membres d'une famille, surtout dans 我家有…口人. 块 et 元 comptent la monnaie chinoise : 块 à l'oral, 元 à l'écrit (prix affichés, tickets) ; 块 sert aussi pour les morceaux (一块蛋糕). L'ordre est toujours : nombre (ou 这 / 那 / 几) + classificateur + nom.<br><br><b>Exemples :</b><br>• 我家有四口人。<br><small><span class=""t3"">wǒ</span><span class=""t1"">jiā</span> <span class=""t3"">yǒu</span> <span class=""t4"">sì</span><span class=""t3"">kǒu</span> <span class=""t2"">rén</span>。</small><br><i>Nous sommes quatre dans ma famille.</i><br><br>• 那家商店的杯子十块钱一个。<br><small><span class=""t4"">nà</span> <span class=""t1"">jiā</span> <span class=""t1"">shāng</span><span class=""t4"">diàn</span> <span class=""t0"">de</span> <span class=""t1"">bēi</span><span class=""t0"">zi</span> <span class=""t2"">shí</span><span class=""t4"">kuài</span><span class=""t2"">qián</span> <span class=""t2"">yí</span><span class=""t4"">gè</span>。</small><br><i>Dans ce magasin-là, les tasses coûtent dix yuans pièce.</i><br><br>• 这本书二十八元。<br><small><span class=""t4"">zhè</span> <span class=""t3"">běn</span><span class=""t1"">shū</span> <span class=""t4"">èr</span><span class=""t2"">shí</span><span class=""t1"">bā</span> <span class=""t2"">yuán</span>。</small><br><i>Ce livre coûte vingt-huit yuans.</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">一杯 + boisson — classificateur emprunté 杯</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Certains noms de récipients servent directement de classificateurs : on les appelle classificateurs « empruntés ». 杯 « verre, tasse » compte les boissons : 一杯水, 两杯咖啡, 三杯茶. Comme tout classificateur, il se place entre le nombre (ou 这 / 那 / 几) et le nom, sans 个 : on dit 一杯茶 et non *一个杯茶. Pour parler de l'objet lui-même, on emploie le nom 杯子 avec 个 : 一个杯子 « une tasse ».<br><br><b>Exemples :</b><br>• 我想喝一杯水。<br><small><span class=""t3"">wǒ</span> <span class=""t3"">xiǎng</span> <span class=""t1"">hē</span><span class=""t4"">yì</span><span class=""t1"">bēi</span> <span class=""t3"">shuǐ</span>。</small><br><i>Je voudrais boire un verre d'eau.</i><br><br>• 请给我两杯咖啡。<br><small><span class=""t3"">qǐng</span> <span class=""t3"">gěi</span> <span class=""t3"">wǒ</span> <span class=""t3"">liǎng</span><span class=""t1"">bēi</span> <span class=""t1"">kā</span><span class=""t1"">fēi</span>。</small><br><i>Deux cafés, s'il vous plaît.</i><br><br>• 你今天喝了几杯茶？<br><small><span class=""t3"">nǐ</span> <span class=""t1"">jīn</span><span class=""t1"">tiān</span> <span class=""t1"">hē</span> <span class=""t0"">le</span> <span class=""t3"">jǐ</span><span class=""t1"">bēi</span> <span class=""t2"">chá</span>？</small><br><i>Combien de tasses de thé as-tu bues aujourd'hui ?</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::1 · HSK 1
"<b>Structure :</b><br><br><span style=""font-size:130%;color:#2980b9"">年 / 天 / 号 / 日 / 点 / 分 / 岁 — dates, heures et âge</span><br><br><small style=""color:#888"">HSK 1</small>"	"<div class=""exemple-bloc"" style=""text-align:left""><b>Explication :</b><br>Ces mots de temps se placent directement après le nombre, sans classificateur : 三天 « trois jours », 两年 « deux ans », 二十岁 « vingt ans (d'âge) », 八点十分 « huit heures dix ». La date va du plus grand au plus petit (年 + 月 + 号) ; 号 est oral, 日 écrit : 五月八号 / 五月八日. En revanche, 月 et 星期 prennent 个 pour exprimer une durée : 三个月 « trois mois », mais 三月 « mars ». Pour l'âge, on n'emploie pas de verbe « avoir » : 我二十岁.<br><br><b>Exemples :</b><br>• 我的生日是五月八号。<br><small><span class=""t3"">wǒ</span> <span class=""t0"">de</span> <span class=""t1"">shēng</span><span class=""t4"">rì</span> <span class=""t4"">shì</span> <span class=""t3"">wǔ</span><span class=""t4"">yuè</span> <span class=""t1"">bā</span><span class=""t4"">hào</span>。</small><br><i>Mon anniversaire est le 8 mai.</i><br><br>• 现在是早上八点十分。<br><small><span class=""t4"">xiàn</span><span class=""t4"">zài</span> <span class=""t4"">shì</span> <span class=""t3"">zǎo</span><span class=""t0"">shang</span> <span class=""t1"">bā</span><span class=""t3"">diǎn</span> <span class=""t2"">shí</span><span class=""t1"">fēn</span>。</small><br><i>Il est huit heures dix du matin.</i><br><br>• 他今年二十岁，学了两年汉语。<br><small><span class=""t1"">tā</span> <span class=""t1"">jīn</span><span class=""t2"">nián</span> <span class=""t4"">èr</span><span class=""t2"">shí</span><span class=""t4"">suì</span>， <span class=""t2"">xué</span><span class=""t0"">le</span> <span class=""t3"">liǎng</span><span class=""t2"">nián</span> <span class=""t4"">hàn</span><span class=""t3"">yǔ</span>。</small><br><i>Il a vingt ans cette année et il a étudié le chinois pendant deux ans.</i><br><br></div>"		HSK::1 grammaire deck_v2 ajout_2026 HSK_officiel	Chinois::Grammaire::1 · HSK 1
